901	4.79
2496	4.02
3655	4.47
1419	5.35
1811	3.48
2909	5.49
1272	5.33
823	4.74
3513	6.42
899	5.24
1813	3.57
2247	4.40
1539	4.02
88	3.57
3711	6.69
3775	7.97
523	5.49
3465	4.90
1827	4.91
1718	6.04
2041	6.59
2349	4.90
3938	5.51
3750	6.54
281	2.86
228	4.32
361	4.24
2097	3.90
174	6.68
2057	4.16
1780	5.27
1872	3.41
2667	6.47
1157	3.29
2905	5.18
237	6.07
2518	4.51
392	4.46
2070	3.67
3284	3.59
2761	6.02
3352	3.64
103	3.90
2073	3.90
1509	4.91
2567	4.66
275	2.19
2959	7.02
220	4.41
335	3.57
911	6.08
1656	5.66
1524	4.25
19	2.73
1141	3.29
3204	3.64
1881	4.41
300	4.31
2107	6.18
2812	6.98
2650	5.30
280	3.03
2303	6.29
3155	3.08
351	4.16
2963	5.59
2773	5.44
180	4.57
1661	5.25
341	2.82
3146	4.08
701	6.24
340	2.40
3409	2.89
980	4.08
1576	5.42
2235	7.51
2084	3.74
2442	5.35
1070	5.42
2822	4.69
1222	3.33
3030	5.79
3736	6.10
326	2.63
1894	4.76
1603	3.43
3318	5.20
201	4.24
1201	4.31
1146	4.98
490	6.24
164	4.08
3102	4.91
2693	5.00
1038	4.09
109	4.73
2045	6.35
738	6.73
2838	4.69
1955	6.25
118	4.06
4001	6.24
2901	4.60
3863	4.51
55	4.16
3624	6.41
1873	3.29
2160	4.07
423	4.74
589	3.53
832	3.24
1470	6.54
2464	4.86
2119	2.85
3373	5.06
2243	4.35
942	7.76
2726	6.14
2811	8.30
2186	5.66
3986	5.42
3849	4.85
1984	4.53
3784	6.59
3715	5.85
2138	4.51
2156	5.09
3294	5.75
2816	4.46
434	5.08
2409	4.69
3707	7.42
1952	5.92
3907	4.18
3447	4.82
108	4.59
563	4.74
1221	2.98
3896	6.10
2090	5.61
3166	4.91
1891	4.91
2262	4.51
2826	5.79
1170	3.31
159	5.00
2373	2.73
3991	5.85
668	5.25
697	6.91
539	5.23
3235	5.35
3760	6.54
2297	6.08
2148	3.48
2512	3.74
2359	4.07
2275	5.74
403	3.31
774	3.75
3192	5.31
2714	6.14
1943	5.41
2942	7.18
3560	6.41
1503	5.17
688	5.69
3582	6.85
813	5.57
3158	3.52
1651	4.60
868	3.82
173	5.83
3209	4.90
3612	5.31
675	5.84
328	3.29
3085	4.01
2222	7.18
1122	3.64
3115	5.79
1740	5.29
3353	3.47
3419	4.95
2155	5.68
1722	7.38
2020	5.33
1344	2.09
930	6.24
2302	6.69
3250	5.69
2756	4.76
3759	7.97
3415	3.93
1610	4.43
2166	4.56
3357	3.78
3461	4.06
607	5.00
1593	5.49
1878	4.18
1809	3.03
2289	4.74
3993	5.93
897	4.79
105	4.24
1225	3.82
1751	5.35
2224	5.35
1265	3.82
3812	6.50
1415	4.07
3825	6.42
1433	4.10
3010	5.79
572	5.25
3753	7.03
2277	5.24
3975	5.90
1073	2.98
1591	4.91
1537	3.57
4019	6.87
1217	2.98
2413	5.18
3236	4.43
1647	5.88
3537	3.78
700	6.53
1255	4.82
1411	4.02
60	4.36
2947	6.18
970	5.69
2127	4.07
2079	4.66
1636	3.68
1692	5.11
3841	4.01
1293	3.24
545	4.60
1936	4.49
141	4.55
2306	3.34
1162	4.74
2831	5.63
3224	4.76
1200	4.43
1573	4.41
692	5.41
2394	4.46
2314	4.18
2755	5.63
2767	6.47
1384	4.53
1882	5.02
3815	7.42
3270	4.10
3799	6.34
848	3.24
411	4.92
3014	5.53
3911	4.23
498	4.90
3729	4.81
3436	5.20
77	3.12
2266	5.35
2347	5.35
416	4.41
847	4.41
2397	4.16
2956	6.43
2526	5.90
1979	8.26
919	5.24
2785	6.57
1192	5.09
3124	3.59
1369	3.52
346	4.01
1622	3.87
32	3.83
883	4.74
1850	6.10
2098	4.51
3	3.27
3046	6.87
3145	3.47
1944	5.66
3620	4.98
1407	5.12
2089	5.00
2333	3.62
519	4.21
512	3.83
287	3.62
1832	5.42
1366	3.29
4021	6.68
3148	3.33
2032	5.37
2848	5.35
806	4.59
3817	7.76
327	2.78
1338	4.93
1496	4.58
3025	4.90
3451	6.34
779	5.18
1501	4.72
1207	5.07
2577	3.62
1249	4.37
57	4.74
224	4.91
2733	7.12
2391	3.77
320	2.40
1341	4.08
956	6.77
3668	4.09
2012	5.42
932	5.16
2135	3.82
92	3.57
3042	7.18
542	5.45
2964	5.26
2946	6.34
1977	7.32
1346	3.01
1165	4.13
1665	4.41
1541	3.57
2438	4.25
1747	4.76
3616	5.57
1698	5.86
1355	4.18
2669	6.02
1688	5.11
2288	4.86
1863	3.79
3554	5.63
2376	3.74
3909	3.73
863	5.00
609	4.29
2844	5.09
1071	5.02
3870	5.75
3919	5.02
1548	4.27
2862	7.36
3659	5.75
903	5.29
424	5.25
1129	3.82
1551	4.86
2728	6.80
2621	5.84
1569	4.46
2601	5.84
394	4.90
2962	5.75
878	6.42
3055	8.30
3845	4.01
3276	4.45
1257	5.16
3527	4.56
719	6.02
3574	5.51
2457	4.43
1599	5.70
720	4.57
1150	4.98
1502	5.57
1307	3.92
433	4.04
478	5.45
2685	5.84
802	4.90
2617	6.08
718	6.42
2295	5.50
2833	3.80
2033	5.25
2192	3.74
1196	5.27
2250	5.35
3445	4.32
1535	5.96
242	4.85
334	3.97
1414	3.92
1957	5.75
2611	5.19
259	2.73
1375	4.28
495	6.57
3497	5.69
360	4.41
2935	5.99
1153	3.29
2487	5.68
1874	3.90
410	4.59
1466	6.54
2563	4.61
2432	4.02
3651	4.42
1083	5.26
456	4.46
2095	5.94
3688	6.10
486	5.14
3878	5.20
2675	5.19
2109	5.00
1669	4.41
1189	4.08
1700	4.78
2458	5.04
2104	5.41
664	5.25
3153	2.63
2612	4.58
22	3.17
3716	4.98
2937	6.57
522	5.16
4009	7.03
3568	5.02
885	4.55
2122	4.23
153	4.24
2009	5.25
12	3.52
175	6.28
987	6.02
2532	4.82
3702	5.75
2552	6.25
3282	4.08
3147	4.41
3251	5.53
8	3.83
3123	4.20
974	5.93
571	6.57
4045	5.69
2898	4.67
1389	4.85
796	4.15
3679	5.85
2246	4.25
350	4.56
3129	5.09
1807	4.86
76	2.98
2980	6.10
1617	2.98
1844	3.99
2681	6.08
2840	5.09
3952	5.02
3171	4.25
920	5.49
3136	2.75
3495	5.35
829	5.08
2080	4.33
2590	5.90
2133	3.32
3939	5.35
2513	3.62
382	5.40
844	3.82
792	4.15
3191	4.56
2291	5.19
234	6.19
1223	3.48
3943	5.35
480	4.96
3649	3.97
2584	4.91
2534	5.59
430	6.42
2660	4.27
1049	2.98
2189	5.05
190	6.68
3309	6.42
4065	6.24
550	4.90
705	4.73
1459	5.04
3088	2.75
2049	3.32
270	3.97
3981	6.24
755	6.02
645	4.55
1980	6.94
1549	4.41
3098	4.36
4082	6.30
2106	5.85
3485	4.90
1829	4.41
1764	5.51
3576	6.41
3247	6.63
3906	4.34
362	4.85
1418	5.02
2170	5.90
3665	3.97
828	4.94
1034	3.85
1708	6.39
420	3.82
1356	3.10
1821	4.46
2488	6.43
2082	4.82
2234	7.18
1421	4.41
1794	4.18
3498	6.30
3656	4.98
1637	4.10
3308	6.28
2619	7.02
3392	3.01
2287	7.02
1106	2.47
3712	5.52
3406	4.58
511	5.84
2259	4.07
578	3.73
1188	3.66
3242	6.30
625	4.29
726	5.34
460	4.15
551	5.05
3329	2.89
3854	5.70
2194	4.23
3590	4.91
1606	3.33
1110	2.75
1886	5.57
3595	6.34
3442	4.67
2591	5.07
499	4.74
3972	4.98
842	4.57
2375	3.23
983	5.00
2434	4.51
2139	4.84
1626	4.71
3606	4.91
1075	3.43
3196	4.76
3240	5.86
2161	3.95
3780	5.16
2050	3.93
608	4.41
937	6.42
3036	6.19
2501	3.90
3028	5.02
1238	3.59
1517	6.24
1696	5.37
1985	4.41
1965	7.08
1611	4.76
3233	4.90
2688	5.12
95	4.16
3652	3.55
2152	4.91
277	2.28
1181	4.13
2545	4.74
1582	6.59
2538	6.69
886	4.90
51	3.85
735	6.33
214	4.01
3905	3.73
2562	4.77
3757	7.52
3305	5.93
3479	4.51
1552	3.15
597	3.66
3427	4.51
124	4.41
3600	4.14
3535	5.35
1376	3.69
2731	7.57
2701	5.84
1032	3.41
1174	3.59
568	5.80
2396	4.02
3351	3.39
2906	5.79
215	4.16
2613	5.00
2886	4.41
1615	4.27
56	4.91
824	5.49
587	4.90
2842	5.53
3597	5.40
3288	4.76
219	5.18
1315	3.74
3923	4.18
2872	6.43
3575	5.66
3922	4.34
653	5.39
3551	5.66
3433	4.85
2520	4.91
3178	5.20
706	5.34
2040	6.76
1243	4.76
3709	6.24
3642	7.09
785	2.86
4061	6.00
3143	3.13
3108	3.59
307	3.31
3459	4.51
3633	5.14
2424	5.41
3411	3.34
3552	5.57
172	5.69
1448	5.37
569	5.63
537	4.29
685	6.67
808	5.25
4049	4.57
1230	4.67
1782	6.04
2419	4.35
2308	2.31
2435	4.35
2190	5.90
2542	7.42
2300	5.70
106	4.85
272	1.86
2320	2.31
1334	3.59
852	3.24
1929	5.80
538	4.90
945	5.81
484	4.37
3924	3.85
444	5.43
347	4.34
2727	6.29
3593	5.40
2179	4.66
2896	4.18
2855	5.68
1974	6.59
2553	6.08
481	4.41
1953	5.80
3120	3.87
2631	4.07
3105	4.06
567	5.05
3113	4.85
2837	4.34
1183	4.58
2350	5.75
798	5.14
1365	2.94
3331	3.34
1270	4.43
1915	6.74
1406	5.52
6	3.17
1845	4.41
915	4.65
1403	5.85
3901	5.69
2845	5.23
4084	5.53
185	6.07
36	3.24
736	6.24
2332	3.48
2147	4.40
2954	7.18
1454	6.54
3358	4.63
2600	6.01
3756	7.38
298	4.57
3555	5.90
2566	4.51
98	4.06
3482	5.20
3228	4.76
1905	4.46
2077	4.21
734	6.73
152	4.41
1420	4.27
1808	3.15
3529	4.90
2352	3.43
1360	2.52
1436	4.27
2649	4.69
1089	1.86
2087	4.66
2341	3.57
1765	5.93
1240	3.99
3416	4.18
1313	3.29
310	3.47
1291	4.18
470	4.06
308	2.70
2181	4.21
397	4.29
922	5.93
155	5.18
1264	3.94
2425	5.24
1139	3.48
1989	4.41
261	2.28
1354	3.85
1398	4.18
2752	5.30
1012	4.92
1761	5.98
3401	3.73
3936	5.02
2412	5.04
2410	5.30
1762	6.59
2129	2.78
821	4.24
1387	5.30
1848	5.66
2268	4.91
662	4.85
284	3.03
1988	3.99
693	5.83
2142	5.06
3996	6.10
2403	4.35
2920	6.19
3466	5.51
1156	2.87
3032	6.19
3054	8.70
1055	3.74
3422	5.17
1069	4.57
2709	4.95
1232	2.82
2485	5.18
3995	6.87
1037	3.24
2653	5.00
1261	5.65
2865	4.92
657	3.96
1353	3.24
4054	5.46
3005	7.85
1994	5.86
4093	6.79
2973	6.57
2149	3.90
3714	6.01
466	3.78
2931	5.68
2125	3.62
3728	4.93
3647	6.69
3476	3.59
1888	4.58
1802	5.02
1113	2.98
3739	6.87
17	2.28
4085	5.95
267	4.06
1712	5.55
120	4.96
1206	4.92
343	3.32
2016	5.92
1588	3.99
3632	5.26
455	3.95
3275	5.53
743	6.57
378	5.40
710	5.08
2706	5.02
2255	5.19
1167	4.58
2264	4.91
770	4.01
946	6.42
3557	5.40
337	2.28
408	4.15
3326	6.54
134	4.06
65	2.28
4037	4.85
1605	2.98
2809	7.36
2608	4.86
2949	5.73
517	3.71
1880	4.58
381	4.55
3842	4.62
1689	4.94
4062	6.85
388	3.03
2985	7.36
3930	5.46
412	4.15
857	4.24
2555	7.02
3882	6.30
1954	6.41
1277	4.92
472	4.46
650	6.00
965	4.24
3268	3.33
717	5.57
2451	3.76
859	5.18
2597	5.00
3408	3.01
2118	3.13
2698	6.45
772	2.98
1491	3.74
3457	4.06
534	4.06
2988	7.71
678	5.69
2777	6.02
167	5.00
3076	2.75
3587	5.01
992	5.75
2110	5.85
2984	7.53
1928	5.97
1033	3.24
2928	5.35
2478	6.87
1009	5.08
2772	5.02
3417	4.01
2402	4.51
2384	2.85
1253	4.32
2643	4.02
129	3.71
2735	7.57
2632	4.58
3396	2.47
139	5.49
2887	4.56
2723	6.29
371	3.90
737	6.12
2131	3.23
889	5.63
3470	5.75
1639	4.60
3934	6.01
1511	5.41
1377	3.57
2218	6.45
240	4.36
3039	6.78
2779	6.96
1677	5.25
1383	4.02
2748	6.98
960	4.36
323	2.73
2652	4.86
2517	4.16
200	4.41
276	1.86
1799	4.07
3630	7.58
2482	5.53
2374	3.08
3020	5.88
3511	5.84
3421	4.32
1385	4.36
3437	5.34
1738	6.04
2265	4.74
3621	5.40
1887	5.17
1776	5.55
3591	5.06
952	7.32
3395	3.34
301	4.45
2206	5.90
1305	2.98
1940	4.49
1674	5.86
1945	5.49
588	3.82
924	5.49
1542	3.92
2580	3.74
1476	3.15
401	2.86
80	2.40
2944	5.85
165	4.50
2574	5.85
3764	6.26
7	3.32
3413	3.43
531	3.62
3888	4.71
372	3.29
1898	5.86
1644	5.29
2389	3.27
3971	5.85
3426	4.67
1399	4.33
2508	4.60
2318	4.42
3824	6.54
150	4.01
2861	6.51
3425	4.06
405	3.40
1140	2.87
62	5.35
3029	5.44
3868	4.76
1048	3.15
2843	5.43
2492	5.88
1824	4.58
520	4.72
2651	5.63
1662	6.10
479	5.05
2907	6.12
656	4.08
634	6.24
1348	1.98
1072	3.10
2357	3.57
2437	3.90
1623	4.02
2823	4.84
3708	6.10
3961	6.24
114	4.06
2191	5.50
1728	4.71
2683	7.02
1133	4.31
1111	2.90
3704	6.65
902	5.14
1613	3.82
3256	6.59
2908	5.35
2055	3.82
3589	4.56
3202	4.67
990	6.24
2967	6.18
858	4.85
1742	6.28
812	5.43
1390	5.70
2134	3.67
1597	5.25
2789	6.52
2102	4.51
1996	5.11
1676	5.11
2004	4.25
2578	4.23
1789	6.53
2360	4.82
3232	5.02
3550	6.06
3266	4.36
3886	7.03
2662	5.04
1783	6.19
81	2.28
1041	1.86
2535	5.74
1922	5.57
644	4.13
2961	5.14
2056	4.33
2237	6.33
984	5.25
2707	4.86
2630	3.92
707	5.18
1396	3.41
3730	5.42
1583	6.19
2051	3.77
3818	8.37
1116	3.15
1490	3.90
3060	5.86
2215	5.50
2059	5.10
3636	4.98
3945	5.69
1010	5.69
2286	7.42
1080	4.49
1625	4.10
1968	6.10
442	6.42
2853	5.18
1531	6.69
3453	5.16
3458	4.67
3291	5.53
1862	3.64
780	4.10
4020	6.26
3942	5.20
1424	3.10
1132	4.17
3372	4.92
2737	6.02
3460	3.64
2195	4.07
1402	5.52
2456	4.60
671	5.84
1983	7.53
2281	6.08
3619	5.90
3864	4.76
636	5.25
2544	4.86
1342	4.93
618	5.69
3140	2.21
3637	5.40
250	6.19
3534	5.75
187	7.01
1838	6.59
2836	3.92
1062	3.59
3483	5.53
3599	5.85
3950	7.03
1001	5.99
3243	6.63
1598	6.10
3179	5.53
230	5.09
1536	3.69
3742	7.09
1975	6.74
363	5.18
3918	5.42
3698	5.75
2585	4.74
445	5.57
182	5.34
757	5.83
2211	5.50
1520	4.53
2499	4.35
2431	5.45
2958	7.42
2596	4.58
2401	3.90
3342	4.58
2694	5.35
1828	3.99
1781	5.69
494	6.97
1166	4.98
1472	3.69
3104	4.18
3089	2.63
655	5.84
1294	4.09
2854	5.53
2370	3.34
2176	4.33
1868	3.99
142	5.40
1169	2.70
186	6.68
3501	6.18
3960	6.41
4063	6.45
1991	4.91
681	6.18
1053	3.29
3345	2.35
2677	5.00
2245	3.90
1138	3.64
3969	5.40
2521	4.74
3700	4.98
123	5.73
741	6.07
2052	2.90
1648	4.27
816	4.10
1094	2.21
1067	5.02
3585	4.56
573	5.39
2705	4.41
1544	4.58
3245	6.18
2260	3.74
2099	4.35
1430	3.87
3472	3.59
3617	5.45
1147	5.31
218	4.85
3892	4.43
1112	3.15
1064	4.25
3107	4.51
1251	4.82
1102	3.55
72	3.29
530	3.78
3690	6.54
3860	3.59
2356	3.15
4056	5.86
1842	4.76
1276	4.78
2407	4.35
2416	4.02
788	2.98
3432	5.02
2406	4.20
177	4.73
2734	7.97
1164	3.99
2561	4.16
450	4.06
3925	4.27
3846	4.36
437	4.73
1616	3.10
2866	5.53
2505	4.74
3430	4.36
9	3.66
3510	5.69
1444	3.94
2633	4.41
4090	7.64
133	3.71
556	5.74
1547	5.35
3380	3.31
3889	4.59
1861	3.29
853	3.66
1497	4.41
128	3.83
2876	5.88
582	3.47
1932	5.66
917	4.74
1323	5.02
3844	3.59
3809	6.97
3672	5.26
1176	3.99
402	3.47
314	4.81
651	6.33
2997	7.01
3468	4.76
3340	3.59
3335	3.39
2664	5.70
1516	6.10
3737	5.93
1630	5.26
2060	4.02
115	3.90
2450	3.92
3594	6.01
181	4.56
383	5.00
2254	5.59
1562	4.76
1128	3.99
491	6.57
1331	3.43
1918	6.41
904	5.80
135	4.21
628	4.13
1967	7.53
3229	4.90
2344	4.58
138	5.16
322	2.89
2213	5.00
2930	5.84
1686	4.71
773	3.40
712	5.74
2130	3.39
3361	3.78
2618	6.69
4013	7.52
1478	3.92
1956	5.33
1910	5.07
2203	5.68
3538	4.39
1635	4.60
4036	4.43
969	5.08
1680	3.94
1559	4.07
1841	4.15
2689	5.00
2429	5.00
1007	7.36
1121	3.03
2708	4.53
1673	5.25
3586	5.17
761	6.91
415	4.74
1432	4.27
1397	3.83
1852	5.11
3296	5.26
195	3.85
3478	4.36
750	8.25
384	3.57
1950	6.65
2428	4.86
176	4.85
3992	6.10
2966	6.03
217	4.24
2802	6.63
2790	6.87
3953	4.90
2331	4.25
1186	4.74
211	3.57
2101	4.16
2008	5.42
2325	2.73
887	5.05
3118	6.19
3851	5.79
2064	2.90
279	2.78
3677	5.40
840	4.13
3175	4.25
3920	3.85
1438	5.26
2994	7.36
2769	4.90
1428	3.10
345	3.40
1758	6.59
1443	4.86
2019	6.25
1124	2.56
797	4.29
3937	4.90
1004	6.77
265	3.12
2696	6.01
3858	4.08
1262	6.50
396	4.15
3477	4.01
982	4.85
1500	4.58
3625	6.24
3267	4.20
2983	7.02
3705	6.48
3850	5.46
2227	5.68
309	3.12
3908	3.31
3713	5.40
4073	7.03
222	5.40
4057	5.69
2241	3.90
2085	4.16
2208	5.17
245	4.50
1349	2.40
2178	4.82
4050	5.18
3810	7.58
3376	3.59
2871	5.68
3564	6.59
696	7.08
3205	4.06
1752	5.60
2965	5.68
2637	4.41
2345	4.41
3206	4.41
248	5.75
1336	4.49
3013	5.18
912	4.32
1600	3.10
3486	5.75
1391	5.30
2460	4.60
1159	3.79
3980	6.10
893	5.39
1931	6.74
1018	7.03
3193	5.14
1008	5.20
1479	4.07
3884	6.04
4004	5.77
97	3.45
959	7.36
583	3.62
2892	4.76
3283	3.92
1020	6.04
2551	5.50
1770	7.38
1804	4.27
3696	5.26
3671	5.01
2479	6.47
3758	8.37
231	5.24
811	6.02
2284	6.43
804	3.82
25	3.40
2941	6.33
1042	2.47
2847	5.68
3741	6.24
1621	3.52
2720	5.96
244	4.08
2744	7.53
3697	5.14
3608	5.31
1248	4.49
2721	5.84
1469	5.69
1553	3.03
3781	5.58
936	6.59
3596	5.26
449	3.45
1855	5.70
3024	5.02
1473	3.57
342	3.17
2003	4.58
1897	5.25
1321	4.08
1638	4.45
966	4.59
2188	4.91
1822	5.31
1658	6.10
3592	5.57
2207	5.50
225	4.79
1343	4.53
3381	3.73
1906	5.07
288	3.29
3144	3.64
2145	3.95
2086	4.51
110	5.58
3215	5.35
3536	3.90
3777	5.58
3279	5.04
2911	5.94
3706	7.09
3997	6.24
3469	4.90
809	5.08
1051	3.92
2915	5.68
1739	6.37
641	4.55
4005	6.19
304	2.98
3125	4.01
2765	6.02
2159	5.68
1363	2.85
898	5.40
1274	5.77
2220	6.19
3751	6.69
3718	5.75
1127	3.48
963	4.69
1026	3.01
2117	2.78
3080	4.18
204	4.10
2814	7.97
3605	4.56
660	4.08
1461	4.85
1483	5.35
3475	3.92
1489	3.29
3111	4.51
3654	4.32
3325	5.69
756	5.41
3316	4.43
2933	5.49
860	4.41
2663	5.19
3703	5.90
3056	6.14
482	5.45
3165	4.06
1084	3.94
2426	5.85
3807	7.18
3710	7.09
2788	6.10
2879	6.47
3161	3.75
2880	4.18
427	6.02
3139	3.08
991	5.84
3404	3.59
2703	6.29
2753	5.18
206	5.09
3341	3.73
2433	3.90
1515	6.69
78	3.97
3065	7.36
3400	3.90
179	5.18
3301	5.09
3307	6.87
3692	6.28
1578	5.86
1632	4.27
3063	6.78
238	6.92
2036	5.09
2627	4.02
1095	2.36
2214	5.35
44	4.85
3808	7.09
1287	2.90
3263	6.63
3365	3.73
1228	3.68
652	5.25
819	4.43
1468	5.55
2305	2.73
2897	4.06
637	5.39
1195	5.86
2704	4.53
4031	7.97
3084	3.87
4043	6.63
2298	6.69
156	4.41
3658	5.42
799	4.74
3968	5.52
1465	5.93
1556	3.15
266	3.73
1180	3.99
3012	4.76
2075	4.84
2514	4.23
1927	5.46
2560	4.28
292	2.70
241	4.24
121	4.79
1960	6.76
3847	4.51
940	6.77
1997	5.25
428	5.43
2053	3.32
1285	2.40
2202	5.35
3650	4.58
1117	3.29
359	3.90
3269	3.75
2828	5.04
3286	4.36
1184	4.25
716	5.43
1319	3.74
30	4.56
151	4.16
3545	4.90
2824	5.35
2422	4.51
192	3.52
170	5.95
1565	4.46
1160	4.30
1571	4.91
3086	4.86
2324	2.31
1295	3.69
566	4.90
2614	5.35
783	4.69
417	4.29
3733	5.35
927	6.08
2945	5.73
1463	5.35
2895	5.35
2143	4.66
3921	3.73
1642	5.55
658	4.57
3128	5.26
2604	6.19
1247	4.58
510	6.24
4081	5.69
1558	3.92
591	4.41
1171	3.15
2471	5.19
856	4.41
3336	3.90
199	3.90
1819	5.09
1904	4.58
506	6.24
3297	5.14
1330	3.59
1000	6.59
3172	3.33
814	6.42
768	3.52
2640	3.69
2846	6.08
2646	4.46
2172	4.91
2473	5.53
303	4.90
3347	2.80
1329	2.98
1212	5.27
624	4.41
2385	2.73
1364	2.52
2074	4.51
1401	4.91
2169	5.29
1477	3.57
3226	5.20
3492	4.43
1381	3.52
1413	3.57
2808	7.53
1743	5.88
1119	3.74
998	5.93
3017	6.02
493	6.12
3607	5.06
2856	6.19
210	3.73
1494	4.18
3998	7.09
2249	4.74
1005	6.91
3455	5.61
1352	3.41
1412	3.15
2539	7.02
2105	5.24
419	4.74
3149	3.47
2283	7.02
68	1.86
3532	4.76
1079	3.74
3189	4.06
1694	6.10
2196	3.74
2489	6.26
976	4.08
2248	4.91
3955	5.35
2710	5.30
3272	4.76
1849	5.49
1076	2.82
3861	4.01
3951	6.63
3840	4.13
1526	5.02
795	4.92
2114	3.39
1608	3.99
617	5.08
3182	5.93
3241	5.69
1653	4.41
1659	6.43
529	3.17
575	5.84
313	4.20
3725	6.24
2916	4.76
4083	6.14
2335	4.07
2606	7.18
2759	5.68
3565	6.73
3439	5.79
3629	6.73
646	4.90
3512	6.59
3253	5.34
1299	2.31
3869	4.90
614	4.59
900	4.37
3684	4.67
1877	3.83
404	2.98
3203	4.51
148	3.24
4077	7.52
1690	5.55
872	5.25
3271	4.25
3142	2.55
596	3.24
1769	6.77
777	4.24
1310	4.14
2414	6.03
1311	3.74
3008	5.30
409	3.98
1938	4.98
1151	4.58
1846	4.76
1081	4.32
1357	3.24
2212	4.58
